FlorentineDrawings_IdentifierBB1961,BB_1961_number_letter,,,,BB_1938_number_letter,BB_1938_FirstPageNumber,BB_1938_LastPageNumber,BB_1903_number_letter,BB_1903_number_sortable,BB_1903_FirstPageNumber,BB_1903_LastPageNumber,1903_IIIF_URL,1903_200px_image,1903_500px_image
0001972-Berenson,1972,,461,,1972,276,,1972,"1,972",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001973-Berenson,1973,,461,,1973,276,,1973,"1,973",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001974-Berenson,1974,,462,,1974,276,,1974,"1,974",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001975-Berenson,1975,,462,,1975,276,277,1975,"1,975",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001976-Berenson,1976,,462,,1976,277,,1976,"1,976",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001977-Berenson,1977,,462,463,1977,277,,1977,"1,977",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001978-Berenson,1978,,463,,1978,277,,1978,"1,978",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001979-Berenson,1979,,463,,1979,277,,1979,"1,979",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001980-Berenson,1980,,463,,1980,277,,1980,"1,980",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001981-Berenson,1981,,463,,1981,277,,1981,"1,981",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001982-Berenson,1982,,463,,1982,277,,1982,"1,982",138,139,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001983-Berenson,1983,,464,,1983,278,,1983,"1,983",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
001959C-Berenson,1959 C,,458,,1959 C,274,,1984,"1,984",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
001959D-Berenson,1959 D,,458,,1959 D,274,,1985,"1,985",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
001959E-Berenson,1959 E,,458,,1959 E,274,,1986,"1,986",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
001959F-Berenson,1959 F,,458,,1959 F,274,,1987,"1,987",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
001959G-Berenson,1959 G,,459,,1959 G,274,,1988,"1,988",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
0001990-Berenson,1990,,464,,1990,278,,1990,"1,990",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
0001991-Berenson,1991,,464,,1991,278,,1991,"1,991",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
002017A-Berenson,2017 A,,467,,2017 A,280,,1992,"1,992",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
002017B-Berenson,2017 B,,467,,2017 B,280,,1993,"1,993",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
002055A-Berenson,2055 A,,473,,2055 A,283,,1994,"1,994",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
002086A-Berenson,2086 A,,478,,2086 A,286,,1995,"1,995",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
002156A-Berenson,2156 A,,488,,2156 A,291,,1996,"1,996",139,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
002159A-Berenson,2159 A,,489,,2159 A,292,,1997,"1,997",139,140,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$294i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__294.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__294.jpg
002159B-Berenson,2159 B,,489,,2159 B,292,,1998,"1,998",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
002159C-Berenson,2159 C,,489,,2159 C,292,,1999,"1,999",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
002159D-Berenson,2159 D,,490,,2159 D,292,,2000,"2,000",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
002175A-Berenson,"2,175",A,,,2175 A,294,,2001,"2,001",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
002181A-Berenson,"2,181",A,,,2181 A,294,,2002,"2,002",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
002211A-Berenson,"2,211",A,,,2211 A,296,,2003,"2,003",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
002225A-Berenson,"2,225",A,,,2225 A,297,,2004,"2,004",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
001970A-Berenson,1970 A,,461,,1970 A,276,,2005,"2,005",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
001972A-Berenson,1972 A,,461,,1972 A,276,,2006,"2,006",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
001974A-Berenson,1974 A,,462,,1974 A,276,,2007,"2,007",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
001974B-Berenson,1974 B,,462,,1974 B,276,,2008,"2,008",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
001977A-Berenson,1977 A,,463,,1977 A,277,,2009,"2,009",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
001991B-Berenson,1991 B,,464,,1991 B,278,,2010,"2,010",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
0002011-Berenson,2011,,465,,2011,279,,2011,"2,011",140,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
0002012-Berenson,2012,,465,,2012,279,,2012,"2,012",140,141,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$295i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__295.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__295.jpg
0002013-Berenson,2013,,465,466,2013,279,,2013,"2,013",141,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$298i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__298.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__298.jpg
0002014-Berenson,2014,,466,,2014,279,,2014,"2,014",141,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$298i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__298.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__298.jpg
0002015-Berenson,2015,,466,,2015,279,,2015,"2,015",141,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$298i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__298.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__298.jpg
0002016-Berenson,2016,,466,,2016,279,,2016,"2,016",141,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$298i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__298.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__298.jpg
002016A-Berenson,2016 A,,466,,2016 A,279,,2016 A,2016,141,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$298i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__298.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__298.jpg
0002017-Berenson,2017,,466,467,2017,280,,2017,"2,017",141,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$298i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__298.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__298.jpg
0002018-Berenson,2018,,467,,2018,280,,2018,"2,018",141,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$298i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__298.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__298.jpg
0002019-Berenson,2019,,467,,2019,280,,2019,"2,019",141,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$298i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__298.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__298.jpg
0002020-Berenson,2020,,467,468,2020,280,,2020,"2,020",141,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$298i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__298.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__298.jpg
0002021-Berenson,2021,,468,,2021,280,,2021,"2,021",141,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$298i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__298.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__298.jpg
0002022-Berenson,2022,,468,,2022,280,,2022,"2,022",141,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$298i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__298.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__298.jpg
0002023-Berenson,2023,,468,,2023,280,,2023,"2,023",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002024-Berenson,2024,,468,,2024,280,,2024,"2,024",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002025-Berenson,2025,,468,,2025,281,,2025,"2,025",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002026-Berenson,2026,,468,,2026,281,,2026,"2,026",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002027-Berenson,2027,,469,,2027,281,,2027,"2,027",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002028-Berenson,2028,,469,,2028,281,,2028,"2,028",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002029-Berenson,2029,,469,,2029,281,,2029,"2,029",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002030-Berenson,2030,,469,,2030,281,,2030,"2,030",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002031-Berenson,2031,,469,,2031,281,,2031,"2,031",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002032-Berenson,2032,,469,,2032,281,,2032,"2,032",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002033-Berenson,2033,,469,,2033,281,,2033,"2,033",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002034-Berenson,2034,,469,470,2034,281,,2034,"2,034",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002035-Berenson,2035,,470,,2035,281,,2035,"2,035",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
0002036-Berenson,2036,,470,,2036,281,,2036,"2,036",142,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$299i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__299.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__299.jpg
