FlorentineDrawings_IdentifierBB1961,BB_1961_number_letter,,,,BB_1938_number_letter,BB_1938_FirstPageNumber,BB_1938_LastPageNumber,BB_1903_number_letter,BB_1903_number_sortable,BB_1903_FirstPageNumber,BB_1903_LastPageNumber,1903_IIIF_URL,1903_200px_image,1903_500px_image
0001885-Berenson,1885 ,,,,1885 ,,,1885 ,"1,885",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
0001886-Berenson,1886 ,,,,1886 ,,,1886 ,"1,886",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
0001887-Berenson,1887 ,,,,1887 ,,,1887 ,"1,887",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
0001888-Berenson,1888 ,,,,1888 ,,,1888 ,"1,888",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
0001889-Berenson,1889 ,,,,1889 ,,,1889 ,"1,889",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
0001890-Berenson,1890 ,,,,1890 ,,,1890 ,"1,890",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
000537A-Berenson,537,A,,,537 A,50,,1891,"1,891",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
0001892-Berenson,1892 ,,,,1892 ,,,1892 ,"1,892",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
0001893-Berenson,1893 ,,,,1893 ,,,1893 ,"1,893",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
0001894-Berenson,1894 ,,,,1894 ,,,1894 ,"1,894",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
0001895-Berenson,1895 ,,,,1895 ,,,1895 ,"1,895",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
0001896-Berenson,1896 ,,,,1896 ,,,1896 ,"1,896",132,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$279i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__279.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__279.jpg
01897_1-Berenson,1897 ,,,,1897 ,,,1897 ,"1,897",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
01897_2-Berenson,1897 ,,,,1897 ,,,1897 ,"1,897",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
0001899-Berenson,1899 ,,,,1899 ,,,1899 ,"1,899",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
0001900-Berenson,1900 ,,,,1900 ,,,1900 ,"1,900",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
0001901-Berenson,1901 ,,,,1901 ,,,1901 ,"1,901",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
0001902-Berenson,1902 ,,,,1902 ,,,1902 ,"1,902",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
0001903-Berenson,1903 ,,,,1903 ,,,1903 ,"1,903",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
0001904-Berenson,1904 ,,,,1904 ,,,1904 ,"1,904",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
0001905-Berenson,1905 ,,,,1905 ,,,1905 ,"1,905",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
0001906-Berenson,1906 ,,,,1906 ,,,1906 ,"1,906",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
001898D-Berenson,1898 D,,,,1898 D,,,1907 ,"1,907",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
0001908-Berenson,1908 ,,,,1908 ,,,1908 ,"1,908",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
0001909-Berenson,1909 ,,,,1909 ,,,1909 ,"1,909",133,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$282i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__282.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__282.jpg
001898C-Berenson,1898 C,,,,1898 C,,,1910 ,"1,910",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001911-Berenson,1911 ,,,,1911 ,,,1911 ,"1,911",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001912-Berenson,1912 ,,,,1912 ,,,1912 ,"1,912",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001913-Berenson,1913 ,,,,1913 ,,,1913 ,"1,913",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001914-Berenson,1914 ,,,,1914 ,,,1914 ,"1,914",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001915-Berenson,1915 ,,,,1915 ,,,1915 ,"1,915",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
001933C-Berenson,1933 C,,,,1933 C,,,1916 ,"1,916",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001917-Berenson,1917 ,,,,1917 ,,,1917 ,"1,917",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001918-Berenson,1918 ,,,,1918 ,,,1918 ,"1,918",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001919-Berenson,1919 ,,,,1919 ,,,1919 ,"1,919",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001920-Berenson,1920 ,,,,1920 ,,,1920 ,"1,920",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001921-Berenson,1921 ,,,,1921 ,,,1921 ,"1,921",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001922-Berenson,1922 ,,,,1922 ,,,1922 ,"1,922",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001923-Berenson,1923 ,,,,1923 ,,,1923 ,"1,923",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001924-Berenson,1924 ,,,,1924 ,,,1924 ,"1,924",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001925-Berenson,1925 ,,,,1925 ,,,1925 ,"1,925",134,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$283i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__283.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__283.jpg
0001926-Berenson,1926 ,,,,1926 ,,,1926 ,"1,926",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
001902A-Berenson,1902 A,,,,1902 A,,,1927 ,"1,927",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001928-Berenson,1928 ,,,,1928 ,,,1928 ,"1,928",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001929-Berenson,1929 ,,,,1929 ,,,1929 ,"1,929",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001930-Berenson,1930 ,,,,1930 ,,,1930 ,"1,930",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
001902B-Berenson,1902 B,,,,1902 B,,,1931 ,"1,931",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001932-Berenson,1932 ,,,,1932 ,,,1932 ,"1,932",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001933-Berenson,1933 ,,,,1933 ,,,1933 ,"1,933",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001934-Berenson,1934 ,,,,1934 ,,,1934 ,"1,934",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001935-Berenson,1935 ,,,,1935 ,,,1935 ,"1,935",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001936-Berenson,1936 ,,,,1936 ,,,1936 ,"1,936",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001937-Berenson,1937 ,,,,1937 ,,,1937 ,"1,937",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001938-Berenson,1938 ,,,,1938 ,,,1938 ,"1,938",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001939-Berenson,1939 ,,,,1939 ,,,1939 ,"1,939",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001940-Berenson,1940 ,,,,1940 ,,,1940 ,"1,940",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001941-Berenson,1941,,,,1941,,,1941,"1,941",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001942-Berenson,1942,,,,1942,,,1942,"1,942",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001943-Berenson,1943 ,,,,1943 ,,,1943 ,"1,943",135,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$286i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__286.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__286.jpg
0001944-Berenson,1944 ,,,,1944 ,,,1944 ,"1,944",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001945-Berenson,1945 ,,,,1945 ,,,1945 ,"1,945",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001946-Berenson,1946 ,,,,1946 ,,,1946 ,"1,946",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001947-Berenson,1947 ,,,,1947 ,,,1947 ,"1,947",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001948-Berenson,1948 ,,,,1948 ,,,1948 ,"1,948",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001949-Berenson,1949 ,,,,1949 ,,,1949 ,"1,949",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
001910C-Berenson,1910 C,,,,1910 C,,,1950 ,"1,950",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001951-Berenson,1951 ,,,,1951 ,,,1951 ,"1,951",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
001947B-Berenson,1947 B,,,,1947 B,,,1951 A,1951,136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001952-Berenson,1952,,455,,1952,272,,1952,"1,952",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001953-Berenson,1953,,455,,1953,272,,1953,"1,953",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001954-Berenson,1954,,455,,1954,273,,1954,"1,954",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001955-Berenson,1955,,456,,1955,273,,1955,"1,955",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001956-Berenson,1956,,456,457,1956,273,,1956,"1,956",136,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$287i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__287.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__287.jpg
0001957-Berenson,1957,,457,,1957,273,274,1957,"1,957",137,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$290i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__290.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__290.jpg
000055H-Berenson,55,H,,,55 H,6,,1958,"1,958",137,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$290i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__290.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__290.jpg
0001959-Berenson,1959,,457,458,1959,274,,1959,"1,959",137,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$290i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__290.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__290.jpg
0001960-Berenson,1960,,459,,1960,274,,1960,"1,960",137,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$290i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__290.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__290.jpg
0001961-Berenson,1961,,459,,1961,275,,1961,"1,961",137,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$290i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__290.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__290.jpg
0001962-Berenson,1962,,459,,1962,275,,1962,"1,962",137,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$290i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__290.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__290.jpg
0001963-Berenson,1963,,459,460,1963,275,,1963,"1,963",137,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$290i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__290.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__290.jpg
0001964-Berenson,1964,,460,,1964,275,,1964,"1,964",137,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$290i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__290.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__290.jpg
2248A.2-Berenson,"2,248",A.2,,,2248 A,299,,1965,"1,965",137,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$290i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__290.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__290.jpg
002248B-Berenson,"2,248",B,,,2248 B,299,,1966,"1,966",137,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$290i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__290.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__290.jpg
0001967-Berenson,1967,,460,,1967,275,,1967,"1,967",137,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$290i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__290.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__290.jpg
0001968-Berenson,1968,,460,461,1968,275,276,1968,"1,968",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001969-Berenson,1969,,461,,1969,276,,1969,"1,969",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001970-Berenson,1970,,461,,1970,276,,1970,"1,970",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
0001971-Berenson,1971,,461,,1971,276,,1971,"1,971",138,,http://iiif.lib.harvard.edu/manifests/view/drs:423367548$291i,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text200/32044103928974--__291.jpg,https://s3-eu-west-1.amazonaws.com/florentinedrawings/text500/32044103928974--__291.jpg
